# gauge_id= 3 location=( -0.9439000000E+02  0.2949000000E+02 ) num_var=  7
# Stationary gauge
# level, time, q[  1  2  3], eta, aux[  5  6  7]
# file format ascii, time series follow in this file
   01 -0.2592000E+06  0.5676222E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1218163E-06 -0.1479953E-06  0.1013000E+06
   01 -0.2592000E+06  0.5676222E+01  0.3257623E-13 -0.2220330E-13  0.4440892E-14 -0.1218168E-06 -0.1479959E-06  0.1013000E+06
   01 -0.2588919E+06  0.5676222E+01  0.5731338E-09  0.2507471E-09  0.8499068E-10 -0.1313472E-06 -0.1596655E-06  0.1013000E+06
   01 -0.2585838E+06  0.5676222E+01  0.1174499E-08  0.4586948E-09  0.1725153E-09 -0.1416187E-06 -0.1722493E-06  0.1013000E+06
   01 -0.2582757E+06  0.5676222E+01  0.1787340E-08  0.6804061E-09  0.2627791E-09 -0.1526884E-06 -0.1858184E-06  0.1013000E+06
   01 -0.2579676E+06  0.5676222E+01  0.2368431E-08  0.1025601E-08  0.3565885E-09 -0.1646180E-06 -0.2004495E-06  0.1013000E+06
   01 -0.2576595E+06  0.5676222E+01  0.2851119E-08  0.2393334E-08  0.4868461E-09 -0.1774739E-06 -0.2162249E-06  0.1013000E+06
   01 -0.2573514E+06  0.5676222E+01  0.2170142E-08  0.1200486E-07  0.9080301E-09 -0.1913273E-06 -0.2332337E-06  0.1013000E+06
   01 -0.2570433E+06  0.5676222E+01 -0.4375791E-08  0.7107303E-07  0.3062042E-08 -0.2062553E-06 -0.2515714E-06  0.1013000E+06
   01 -0.2567352E+06  0.5676222E+01 -0.4345075E-07  0.3926504E-06  0.1592354E-07 -0.2223405E-06 -0.2713412E-06  0.1013000E+06
   01 -0.2564271E+06  0.5676222E+01 -0.1618040E-06  0.1553673E-05  0.6753086E-07 -0.2396720E-06 -0.2926541E-06  0.1013000E+06
   01 -0.2561190E+06  0.5676222E+01 -0.5167733E-06  0.4634431E-05  0.2308564E-06 -0.2583457E-06 -0.3156296E-06  0.1013000E+06
   01 -0.2558109E+06  0.5676223E+01 -0.1105034E-05  0.8531283E-05  0.5488461E-06 -0.2784647E-06 -0.3403963E-06  0.1013000E+06
   01 -0.2555028E+06  0.5676223E+01 -0.2191534E-05  0.6479204E-05  0.8422116E-06 -0.3001401E-06 -0.3670930E-06  0.1013000E+06
   01 -0.2551947E+06  0.5676223E+01 -0.4400771E-05 -0.2783602E-04  0.5045885E-06 -0.3234914E-06 -0.3958688E-06  0.1013000E+06
   01 -0.2548867E+06  0.5676221E+01 -0.8423609E-05 -0.1098043E-03 -0.6179491E-06 -0.3486471E-06 -0.4268844E-06  0.1013000E+06
   01 -0.2545786E+06  0.5676218E+01 -0.1745894E-04 -0.3220929E-03 -0.3959611E-05 -0.3757458E-06 -0.4603127E-06  0.1013000E+06
   01 -0.2542705E+06  0.5676211E+01 -0.3390356E-04 -0.7068445E-03 -0.1099130E-04 -0.4049362E-06 -0.4963399E-06  0.1013000E+06
   01 -0.2539624E+06  0.5676199E+01 -0.6098476E-04 -0.1286143E-02 -0.2322387E-04 -0.4363785E-06 -0.5351665E-06  0.1013000E+06
   01 -0.2536543E+06  0.5676179E+01 -0.1024050E-03 -0.2092069E-02 -0.4268155E-04 -0.4702452E-06 -0.5770082E-06  0.1013000E+06
   01 -0.2533462E+06  0.5676151E+01 -0.1631636E-03 -0.3135163E-02 -0.7117782E-04 -0.5067217E-06 -0.6220973E-06  0.1013000E+06
