# gauge_id= 2 location=( -0.8995826667E+02  0.2926460167E+02 ) num_var=  7
# Stationary gauge
# level, time, q[  1  2  3], eta, aux[  5  6  7]
# file format ascii, time series follow in this file
   01 -0.8640000E+05  0.9714236E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.2366525E+01 -0.1724738E+01  0.1010849E+06
   01 -0.8639998E+05  0.9714236E+00 -0.9116288E-07 -0.1145804E-06  0.4639558E-08 -0.2366528E+01 -0.1724740E+01  0.1010849E+06
   01 -0.8632349E+05  0.9714436E+00 -0.4368119E-03 -0.5667562E-03  0.1995963E-04 -0.2382521E+01 -0.1735657E+01  0.1010836E+06
   01 -0.8624699E+05  0.9714630E+00 -0.8763442E-03 -0.1113545E-02  0.3934099E-04 -0.2398514E+01 -0.1746574E+01  0.1010824E+06
   01 -0.8617049E+05  0.9714805E+00 -0.1318450E-02 -0.1654749E-02  0.5681212E-04 -0.2414507E+01 -0.1757491E+01  0.1010812E+06
   01 -0.8609400E+05  0.9714960E+00 -0.1762885E-02 -0.2190224E-02  0.7238995E-04 -0.2430499E+01 -0.1768408E+01  0.1010799E+06
   01 -0.8601750E+05  0.9715097E+00 -0.2209411E-02 -0.2719836E-02  0.8609212E-04 -0.2446492E+01 -0.1779325E+01  0.1010787E+06
   01 -0.8594100E+05  0.9715216E+00 -0.2657790E-02 -0.3243457E-02  0.9793695E-04 -0.2462485E+01 -0.1790242E+01  0.1010775E+06
   01 -0.8586450E+05  0.9715316E+00 -0.3107793E-02 -0.3760965E-02  0.1079435E-03 -0.2478478E+01 -0.1801159E+01  0.1010762E+06
   01 -0.8578801E+05  0.9715398E+00 -0.3559194E-02 -0.4272246E-02  0.1161317E-03 -0.2494471E+01 -0.1812076E+01  0.1010750E+06
   01 -0.8571151E+05  0.9715462E+00 -0.4011772E-02 -0.4777190E-02  0.1225221E-03 -0.2510463E+01 -0.1822993E+01  0.1010737E+06
   01 -0.8563501E+05  0.9715508E+00 -0.4465314E-02 -0.5275703E-02  0.1271354E-03 -0.2526456E+01 -0.1833910E+01  0.1010725E+06
   01 -0.8555852E+05  0.9715536E+00 -0.4919610E-02 -0.5767698E-02  0.1299928E-03 -0.2542449E+01 -0.1844827E+01  0.1010713E+06
   01 -0.8548202E+05  0.9715548E+00 -0.5374457E-02 -0.6253097E-02  0.1311160E-03 -0.2558442E+01 -0.1855744E+01  0.1010700E+06
   01 -0.8540552E+05  0.9715542E+00 -0.5829660E-02 -0.6731829E-02  0.1305270E-03 -0.2574435E+01 -0.1866662E+01  0.1010688E+06
   01 -0.8532902E+05  0.9715519E+00 -0.6285028E-02 -0.7203837E-02  0.1282481E-03 -0.2590427E+01 -0.1877579E+01  0.1010676E+06
   01 -0.8525253E+05  0.9715480E+00 -0.6740383E-02 -0.7669809E-02  0.1243583E-03 -0.2606420E+01 -0.1888496E+01  0.1010663E+06
   01 -0.8517603E+05  0.9715427E+00 -0.7195569E-02 -0.8132839E-02  0.1191028E-03 -0.2622413E+01 -0.1899413E+01  0.1010651E+06
   01 -0.8509953E+05  0.9715361E+00 -0.7650430E-02 -0.8592799E-02  0.1124886E-03 -0.2638406E+01 -0.1910330E+01  0.1010639E+06
   01 -0.8502304E+05  0.9715282E+00 -0.8104817E-02 -0.9049567E-02  0.1045225E-03 -0.2654398E+01 -0.1921247E+01  0.1010626E+06
   01 -0.8494654E+05  0.9715189E+00 -0.8558582E-02 -0.9503040E-02  0.9521100E-04 -0.2670391E+01 -0.1932164E+01  0.1010614E+06
   01 -0.8487004E+05  0.9715082E+00 -0.9011588E-02 -0.9953126E-02  0.8456037E-04 -0.2686384E+01 -0.1943081E+01  0.1010602E+06
   01 -0.8479355E+05  0.9714962E+00 -0.9463700E-02 -0.1039976E-01  0.7257564E-04 -0.2702377E+01 -0.1953998E+01  0.1010589E+06
   01 -0.8471705E+05  0.9714829E+00 -0.9914789E-02 -0.1084236E-01  0.5929943E-04 -0.2718370E+01 -0.1964915E+01  0.1010577E+06
   01 -0.8464055E+05  0.9714684E+00 -0.1036473E-01 -0.1128089E-01  0.4473796E-04 -0.2734362E+01 -0.1975832E+01  0.1010565E+06
   01 -0.8456405E+05  0.9714525E+00 -0.1081341E-01 -0.1171576E-01  0.2886580E-04 -0.2750355E+01 -0.1986749E+01  0.1010552E+06
   01 -0.8448756E+05  0.9714353E+00 -0.1126072E-01 -0.1214729E-01  0.1165009E-04 -0.2766348E+01 -0.1997666E+01  0.1010540E+06
   01 -0.8441106E+05  0.9714167E+00 -0.1170655E-01 -0.1257578E-01 -0.6938107E-05 -0.2782341E+01 -0.2008583E+01  0.1010528E+06
   01 -0.8433456E+05  0.9713950E+00 -0.1215205E-01 -0.1297814E-01 -0.2861172E-04 -0.2798333E+01 -0.2019500E+01  0.1010515E+06
   01 -0.8425807E+05  0.9713708E+00 -0.1259552E-01 -0.1336183E-01 -0.5287742E-04 -0.2814326E+01 -0.2030417E+01  0.1010503E+06
   01 -0.8418157E+05  0.9713443E+00 -0.1303703E-01 -0.1373252E-01 -0.7938980E-04 -0.2830319E+01 -0.2041335E+01  0.1010490E+06
   01 -0.8410507E+05  0.9713162E+00 -0.1347646E-01 -0.1409894E-01 -0.1074508E-03 -0.2846312E+01 -0.2052252E+01  0.1010478E+06
   01 -0.8402857E+05  0.9712865E+00 -0.1391382E-01 -0.1446206E-01 -0.1371311E-03 -0.2862305E+01 -0.2063169E+01  0.1010466E+06
   01 -0.8395208E+05  0.9712551E+00 -0.1434909E-01 -0.1482315E-01 -0.1685396E-03 -0.2878297E+01 -0.2074086E+01  0.1010453E+06
   01 -0.8387558E+05  0.9712218E+00 -0.1478224E-01 -0.1518335E-01 -0.2017943E-03 -0.2894290E+01 -0.2085003E+01  0.1010441E+06
   01 -0.8379908E+05  0.9711865E+00 -0.1521323E-01 -0.1554486E-01 -0.2371104E-03 -0.2910283E+01 -0.2095920E+01  0.1010429E+06
   01 -0.8372259E+05  0.9711489E+00 -0.1564203E-01 -0.1591015E-01 -0.2747553E-03 -0.2926276E+01 -0.2106837E+01  0.1010416E+06
   01 -0.8364609E+05  0.9711085E+00 -0.1606862E-01 -0.1628309E-01 -0.3151447E-03 -0.2942269E+01 -0.2117754E+01  0.1010404E+06
   01 -0.8356959E+05  0.9710649E+00 -0.1649297E-01 -0.1666755E-01 -0.3587093E-03 -0.2958261E+01 -0.2128671E+01  0.1010392E+06
   01 -0.8349309E+05  0.9710179E+00 -0.1691508E-01 -0.1706483E-01 -0.4057102E-03 -0.2974254E+01 -0.2139588E+01  0.1010379E+06
   01 -0.8341660E+05  0.9709672E+00 -0.1733492E-01 -0.1747676E-01 -0.4564475E-03 -0.2990247E+01 -0.2150505E+01  0.1010367E+06
   01 -0.8334010E+05  0.9709124E+00 -0.1775248E-01 -0.1790522E-01 -0.5112396E-03 -0.3006240E+01 -0.2161422E+01  0.1010355E+06
   01 -0.8326360E+05  0.9708527E+00 -0.1816769E-01 -0.1835626E-01 -0.5709275E-03 -0.3022232E+01 -0.2172339E+01  0.1010342E+06
   01 -0.8318711E+05  0.9707880E+00 -0.1858055E-01 -0.1882988E-01 -0.6356667E-03 -0.3038225E+01 -0.2183256E+01  0.1010330E+06
   01 -0.8311061E+05  0.9707182E+00 -0.1899103E-01 -0.1932471E-01 -0.7054647E-03 -0.3054218E+01 -0.2194173E+01  0.1010318E+06
   01 -0.8303411E+05  0.9706433E+00 -0.1939911E-01 -0.1984000E-01 -0.7803642E-03 -0.3070211E+01 -0.2205090E+01  0.1010305E+06
   01 -0.8295762E+05  0.9705632E+00 -0.1980476E-01 -0.2037626E-01 -0.8604911E-03 -0.3086204E+01 -0.2216007E+01  0.1010293E+06
   01 -0.8288112E+05  0.9702627E+00 -0.2020328E-01 -0.2306121E-01 -0.1160907E-02 -0.3102196E+01 -0.2226925E+01  0.1010280E+06
   01 -0.8280462E+05  0.9697137E+00 -0.2059158E-01 -0.2801414E-01 -0.1709892E-02 -0.3118189E+01 -0.2237842E+01  0.1010268E+06
   01 -0.8272812E+05  0.9689133E+00 -0.2096443E-01 -0.3506889E-01 -0.2510347E-02 -0.3134182E+01 -0.2248759E+01  0.1010256E+06
   01 -0.8265163E+05  0.9678689E+00 -0.2131531E-01 -0.4394004E-01 -0.3554749E-02 -0.3150175E+01 -0.2259676E+01  0.1010243E+06
   01 -0.8257513E+05  0.9665957E+00 -0.2163767E-01 -0.5425460E-01 -0.4827978E-02 -0.3166167E+01 -0.2270593E+01  0.1010231E+06
   01 -0.8249863E+05  0.9647867E+00 -0.2191071E-01 -0.6870922E-01 -0.6636990E-02 -0.3182160E+01 -0.2281510E+01  0.1010219E+06
